t,u,y
1.856,-100.56231,-20.740533
1.858,-101.66067,-22.975344
1.86,-97.779223,-25.669464
1.862,-99.964653,-25.513783
1.864,-98.648322,-28.25946
1.866,-98.289094,-27.837287
1.868,-100.49987,-27.907071
1.87,-101.91395,-30.898874
1.872,-99.159823,-31.687401
1.874,-100.70469,-33.487502
1.876,-100.27019,-35.060961
1.878,-99.040576,-34.538992
1.88,-98.026455,-35.408508
1.882,-98.878416,-37.624971
1.884,-98.699122,-36.869238
1.886,-99.996146,-38.835681
1.888,-96.13116,-39.431272
1.89,-96.156004,-40.377555
1.892,-96.71033,-41.447049
1.894,-92.839359,-41.284236
1.896,-94.109004,-42.218203
1.898,-91.511274,-43.402803
1.9,-90.158824,-45.092886
1.902,-90.489943,-45.858595
1.904,-89.343786,-45.990638
1.906,-91.462117,-46.157818
1.908,-86.320788,-47.593609
1.91,-84.696318,-46.337356
1.912,-83.843644,-49.641526
1.914,-84.255228,-50.119174
1.916,-80.437319,-50.128695
1.918,-80.730044,-49.9754
1.92,-79.569325,-48.896839
1.922,-76.726425,-50.343866
1.924,-75.92693,-49.864366
1.926,-74.647428,-51.352231
1.928,-71.800421,-51.645656
1.93,-69.617233,-51.255457
1.932,-66.861173,-52.220983
1.934,-67.696013,-53.023635
1.936,-65.827434,-51.601077
1.938,-63.435079,-52.445802
1.94,-61.864446,-53.906441
1.942,-59.989634,-52.150474
1.944,-57.545674,-53.273828
1.946,-54.202276,-54.110636
1.948,-50.721726,-52.494663
1.95,-51.708209,-53.248547
1.952,-48.7909,-53.787824
1.954,-46.58697,-54.169025
1.956,-40.85391,-54.790407
1.958,-41.53046,-53.095529
1.96,-40.26325,-55.092871
1.962,-36.360189,-51.861286
1.964,-34.698764,-52.573823
1.966,-31.61934,-50.212412
1.968,-27.951293,-52.197084
1.97,-28.045561,-52.462159
1.972,-25.349955,-51.420549
1.974,-22.810149,-49.590858
1.976,-22.260395,-52.02004
1.978,-19.52409,-51.129122
1.98,-16.785226,-49.385437
1.982,-11.702372,-49.366215
1.984,-9.0329201,-49.754998
1.986,-7.337074,-48.664193
1.988,-6.2651304,-48.231983
1.99,-0.68867206,-43.314063
1.992,0.24300775,-47.032748
1.994,3.5304632,-43.778996
1.996,5.2477561,-45.200602
1.998,6.9029317,-42.95684
2,10.403001,-43.211233
2.002,13.369475,-40.066801
2.004,15.32205,-40.126643
2.006,16.97273,-38.283127
2.008,22.08091,-38.221234
2.01,22.04364,-36.982232
2.012,23.67766,-37.358693
2.014,27.304844,-35.322003
2.016,30.28474,-35.57395
2.018,31.866365,-35.067398
2.02,35.329874,-31.768884
2.022,36.292397,-30.479304
2.024,39.640146,-30.403845
2.026,42.779604,-30.2229
2.028,44.640646,-27.171714
2.03,46.096428,-27.695981
2.032,47.632976,-27.891376
2.034,50.979668,-25.257935
2.036,52.644102,-22.994359
2.038,54.793627,-20.026619
2.04,54.439504,-21.410921
2.042,59.30935,-18.936167
2.044,60.104105,-18.092361
2.046,61.957097,-18.055834
2.048,65.939976,-16.98157
2.05,67.93647,-14.405284
2.052,69.479973,-10.622268
2.054,69.978738,-12.348995
2.056,71.393475,-10.10034
2.058,74.329922,-10.961274
2.06,76.221376,-9.3244547
2.062,77.508727,-6.3370736
2.064,79.089418,-5.204272
2.066,80.062518,-4.3227948
2.068,81.822327,-3.3521367
2.07,83.51892,-0.43115782
2.072,86.110367,1.015306
2.074,85.207239,1.3554777
2.076,86.62488,3.0718614
2.078,89.721467,4.2788469
2.08,87.969716,5.8083631
2.082,90.718857,8.779855
2.084,90.524145,7.4695776
2.086,90.930505,9.0411853
2.088,93.54967,10.846794
2.09,93.662898,13.558021
2.092,95.154945,14.443082
2.094,96.254497,14.255193
2.096,96.84138,16.49717
2.098,95.386995,16.193369
2.1,97.394137,17.784095
2.102,97.73143,18.338724
2.104,98.574966,20.346648
2.106,97.018055,21.815361
2.108,98.241461,24.507016
2.11,101.64176,25.256138
2.112,98.072566,25.837701
2.114,99.298875,26.848314
2.116,102.04596,26.507794
2.118,101.56541,28.782394
2.12,100.5045,31.228916
2.122,98.342681,29.989635
2.124,97.374642,33.2414
2.126,99.41615,33.219856
2.128,99.648502,35.672798
2.13,99.036077,37.472193
2.132,98.040174,36.254643
2.134,97.62072,39.483925
2.136,96.635514,37.881679
2.138,97.706981,41.03663
2.14,95.504383,41.852105
2.142,93.332434,40.100955
2.144,93.445895,41.95353
2.146,92.205494,42.690171
2.148,93.065639,44.140276
2.15,91.910944,45.400779
2.152,90.550095,46.009571
2.154,89.823538,44.618652
2.156,88.072348,45.921691
2.158,88.362899,45.274222
2.16,84.32674,47.132177
2.162,86.835285,48.797537
2.164,82.806007,49.824275
2.166,82.758278,48.042384
2.168,80.686215,51.2337
2.17,80.490545,49.950576
2.172,76.426948,50.123371
2.174,73.18392,53.44307
2.176,72.210635,51.464007
2.178,71.37592,50.672588
2.18,69.738396,51.544998
2.182,69.019673,52.619892
2.184,65.710441,53.022179
2.186,65.108627,54.601865
2.188,62.752449,53.608785
2.19,60.87031,53.442515
2.192,56.511462,53.56287
2.194,57.229208,54.581586
2.196,53.973313,54.398355
2.198,54.218705,53.646873
2.2,50.091463,53.715977
2.202,48.825003,52.78466
2.204,46.026226,51.986224
2.206,45.396968,54.294969
2.208,39.864567,52.391236
2.21,37.238391,52.347415
2.212,36.558368,53.700686
2.214,36.542691,53.198079
2.216,31.312894,51.211443
2.218,28.502174,51.961124
2.22,27.691173,53.381873
2.222,25.775921,51.481146
2.224,21.485754,48.423862
2.226,18.23526,50.543575
2.228,17.797492,49.010864
2.23,16.822295,45.471939
2.232,13.388247,48.387654
2.234,9.4661431,48.00764
2.236,8.6710026,47.963019
2.238,6.6570299,45.556788
2.24,2.3497558,47.015318
2.242,0.13000901,45.108852
2.244,-3.4425856,44.938232
2.246,-5.2338723,42.870268
2.248,-6.7144654,44.946301
2.25,-10.661533,42.112528
2.252,-9.9115365,42.406905
2.254,-13.466286,40.777237
2.256,-17.432943,40.448098
2.258,-18.914348,40.165804
2.26,-21.884678,37.774917
2.262,-24.271122,35.487563
2.264,-26.34297,36.808171
2.266,-29.490054,35.287843
2.268,-32.035221,33.688924
2.27,-35.967592,32.14889
2.272,-36.305855,31.377792
2.274,-38.505137,31.129258
2.276,-41.676737,28.794415
2.278,-43.836606,28.518121
2.28,-45.679698,26.964234
2.282,-47.287624,25.842206
2.284,-51.231822,22.958264
2.286,-50.085143,23.130905
2.288,-55.135602,22.80239
2.29,-55.915342,20.652538
2.292,-58.343123,19.526454
2.294,-61.804377,18.577921
2.296,-64.480075,17.901076
2.298,-63.901733,16.295509
2.3,-67.473827,14.347521
2.302,-68.252494,14.246909
2.304,-71.037896,11.584068
2.306,-70.347355,10.060517
2.308,-73.378642,9.7765685
2.31,-76.371485,7.3236941
2.312,-76.887051,5.8835803
2.314,-79.815438,5.1387233
2.316,-80.215676,4.2789319
2.318,-80.227762,2.1510059
2.32,-82.138596,2.295019
2.322,-83.366016,-1.0032105
2.324,-85.00354,-2.3943745
2.326,-88.023556,-2.2200004
2.328,-86.021214,-3.7997279
2.33,-88.129519,-4.8719868
2.332,-90.437108,-7.8180251
2.334,-90.6417,-8.1828489
2.336,-94.428776,-10.211809
2.338,-94.468509,-10.395042
2.34,-94.875383,-11.646829
2.342,-94.993769,-12.847313
2.344,-95.760588,-13.359117
2.346,-96.743759,-16.039615
2.348,-97.300571,-16.800022
2.35,-97.062046,-18.953971
2.352,-97.043362,-18.236331
2.354,-97.909871,-20.07331
2.356,-99.810565,-22.714951
2.358,-99.943985,-23.25463
2.36,-100.58892,-24.991483
2.362,-99.759662,-26.236582
2.364,-99.986645,-28.775134
2.366,-101.29088,-29.530306
2.368,-100.25164,-29.470478
2.37,-98.949209,-32.101683
2.372,-101.60411,-32.831348
2.374,-98.687181,-32.963653
2.376,-98.627766,-34.088644
2.378,-99.569873,-34.163326
2.38,-99.788569,-36.861431
2.382,-97.157285,-36.582082
2.384,-98.203036,-37.846621
2.386,-97.041013,-41.182839
2.388,-95.208221,-40.493473
2.39,-94.991882,-41.974137
2.392,-94.907491,-40.835283
2.394,-94.496086,-41.212631
2.396,-94.049098,-43.83096
2.398,-92.399006,-44.807872
2.4,-92.80967,-44.063995
2.402,-88.683087,-45.765668
2.404,-90.147107,-46.63458
2.406,-88.607718,-44.072874
2.408,-88.176136,-47.668469
2.41,-85.541278,-47.962385
2.412,-85.451047,-48.515874
2.414,-84.027278,-47.555613
2.416,-81.086615,-50.808548
2.418,-79.907072,-49.264011
2.42,-79.820798,-49.079656
2.422,-78.458551,-51.22435
2.424,-77.124021,-52.212641
2.426,-73.701253,-52.663133
2.428,-72.766212,-50.553844
2.43,-72.275658,-51.23001
2.432,-69.15001,-54.066158
2.434,-65.495688,-53.636854
2.436,-64.528131,-52.656832
2.438,-63.378506,-53.261616
2.44,-62.161576,-51.519742
2.442,-56.764972,-55.948963
2.444,-56.601255,-53.034451
2.446,-55.124321,-54.721017
2.448,-52.296312,-53.123586
2.45,-50.505821,-54.424375
2.452,-49.485487,-53.494722
2.454,-46.252172,-52.960123
2.456,-44.509356,-54.03325
2.458,-40.291342,-53.840514
2.46,-38.993508,-51.08155
2.462,-38.629449,-52.88313
2.464,-33.677314,-52.82976
2.466,-33.244765,-51.860763
2.468,-29.113441,-51.729313
2.47,-26.374412,-51.922056
2.472,-25.554605,-50.173618
2.474,-22.999653,-51.188433
2.476,-18.418913,-50.248931
2.478,-19.627304,-49.954441
2.48,-12.991485,-50.105588
2.482,-12.60626,-47.287693
2.484,-8.6588628,-48.930692
2.486,-6.3390273,-46.620443
2.488,-4.5215226,-46.513671
2.49,-3.7239168,-47.092424
2.492,-0.094418418,-47.690388
2.494,1.6406667,-44.666197
2.496,5.2208336,-44.14471
2.498,7.8467012,-42.41183
2.5,11.549196,-41.595504
2.502,11.355765,-41.598773
2.504,15.688751,-40.429037
2.506,18.501333,-41.078292
2.508,20.564499,-39.951021
2.51,24.823355,-36.811679
2.512,25.097372,-37.274787
2.514,26.632929,-35.33198
2.516,30.67573,-34.254528
2.518,31.583034,-34.897613
2.52,34.248953,-31.834453
2.522,36.345347,-31.001253
2.524,37.370225,-28.297572
2.526,41.516343,-31.027111
2.528,40.931719,-29.231951
2.53,45.542237,-26.58658
2.532,49.075105,-26.324169
2.534,49.167696,-25.7318
2.536,52.777602,-23.891242
2.538,55.681672,-22.650237
2.54,56.274379,-22.114058
2.542,57.325675,-20.168073
2.544,60.33873,-18.239891
2.546,64.300619,-16.993652
2.548,65.604305,-17.527138
2.55,66.901353,-14.929726
2.552,68.591903,-12.637727
2.554,70.129304,-12.411095
2.556,71.986296,-10.857503
2.558,73.640988,-8.3112015
2.56,74.276969,-9.2558402
2.562,76.953653,-6.0469657
2.564,77.128044,-6.0776915
2.566,80.228867,-4.5812598
2.568,80.955951,-0.93560488
2.57,82.319818,-2.4146213
2.572,85.028019,1.9775883
2.574,87.045688,0.0058060145
2.576,86.924511,3.6453819
2.578,87.040637,3.6984921
2.58,90.55744,3.9888716
2.582,91.344156,6.4452812
2.584,91.648405,6.8510356
2.586,93.372555,8.7840322
2.588,94.816109,10.723308
2.59,94.070101,11.688589
2.592,93.880647,12.528129
2.594,96.858677,13.886187
2.596,95.727046,14.950633
2.598,96.736187,15.755693
2.6,97.749437,20.163517
2.602,97.450986,19.726371
2.604,99.877848,22.482559
2.606,100.63679,23.581857
2.608,100.26968,25.990046
2.61,100.40495,25.155327
2.612,98.695179,27.42309
2.614,100.54683,28.365358
2.616,98.357251,28.160517
2.618,99.994921,28.775041
2.62,100.29707,30.008436
2.622,99.568548,31.503487
2.624,99.885661,32.372988
2.626,99.314914,35.165056
2.628,99.515668,34.162124
2.63,99.64004,36.357929
2.632,98.676755,36.880916
2.634,97.924596,38.537759
2.636,98.057567,36.90295
2.638,96.94106,38.611664
2.64,93.24457,41.027607
2.642,97.753174,42.620488
2.644,95.747502,43.19917
2.646,93.359778,45.29316
2.648,92.295673,43.319383
2.65,91.971251,44.668981
2.652,90.548315,44.433969
2.654,90.625673,45.305875
2.656,88.152648,46.275873
2.658,86.341315,47.791181
2.66,84.335373,48.95434
2.662,84.858056,49.216778
2.664,80.639696,50.415809
2.666,81.389608,49.304412
2.668,80.879121,47.950979
2.67,80.05144,46.95319
2.672,75.856433,50.882159
2.674,75.291472,51.854477
2.676,72.816685,51.735637
2.678,72.139593,53.558629
2.68,68.575133,52.702507
2.682,67.626083,52.519318
2.684,69.625611,52.939021
2.686,64.345021,53.462674
2.688,63.420142,53.895737
2.69,60.132986,53.155375
2.692,59.20587,52.708218
2.694,56.262381,53.920785
2.696,53.419585,54.678748
2.698,52.624405,54.047562
2.7,49.595075,54.765436
2.702,48.415372,52.214282
2.704,45.586306,53.572179
2.706,43.220375,54.63223
2.708,41.220051,52.023011
2.71,38.704832,51.071907
2.712,36.703277,52.594946
2.714,34.047995,53.338592
2.716,33.217609,52.353332
2.718,30.903145,52.554922
2.72,26.899173,51.805931
2.722,24.743429,50.436764
2.724,23.179761,50.670034
2.726,20.989477,50.567671
2.728,17.606939,50.019352
2.73,15.512779,48.9817
2.732,12.644785,49.034741
2.734,9.932513,48.797688
2.736,5.0315133,45.775674
2.738,4.213365,47.146575
2.74,1.8236843,45.680712
2.742,0.66436252,44.535908
2.744,-2.8634379,43.181801
2.746,-5.7214691,44.212021
2.748,-7.3248422,45.129714
2.75,-10.082506,41.738233
2.752,-13.190315,39.75711
2.754,-13.934,40.668938
2.756,-19.715224,39.319469
2.758,-19.119246,38.293072
2.76,-22.502336,37.028403
2.762,-25.109246,37.300697
2.764,-28.504446,35.892858
2.766,-30.849645,35.469257
2.768,-32.159086,33.586764
2.77,-35.129996,32.949994
2.772,-35.721225,32.786174
2.774,-38.432026,31.999447
2.776,-41.938251,29.508168
2.778,-42.382988,29.253832
2.78,-43.814478,26.322947
2.782,-47.552464,27.404632
2.784,-50.454941,25.222271
2.786,-53.391797,23.155648
2.788,-53.604904,22.750929
2.79,-56.161558,20.548685
2.792,-58.810163,20.361378
2.794,-60.547824,16.698262
2.796,-62.316209,16.361123
2.798,-62.557281,14.230321
2.8,-64.619507,13.447764
2.802,-68.197036,13.693345
2.804,-70.921896,10.724703
2.806,-72.162818,10.313728
2.808,-74.238295,9.1671214
2.81,-76.366117,6.8295272
2.812,-77.680965,5.1239504
2.814,-77.31786,5.3033835
2.816,-80.431567,2.8021041
2.818,-82.008426,2.6122571
2.82,-83.235063,2.6749014
2.822,-84.329339,-1.6708249
2.824,-85.667292,-0.46268144
2.826,-85.421562,-3.247936
2.828,-87.776771,-3.5231842
2.83,-89.279025,-5.4193245
2.832,-90.152127,-8.065443
2.834,-90.475694,-8.3038971
2.836,-92.300122,-8.0796208
2.838,-91.173563,-11.669189
2.84,-95.125368,-12.173324
2.842,-94.875342,-12.300715
2.844,-98.371706,-15.438912
2.846,-96.909452,-15.458427
2.848,-95.897774,-17.413093
2.85,-97.697502,-18.227336
2.852,-98.757952,-20.189706
2.854,-97.032514,-20.801344
2.856,-99.792306,-23.548859
2.858,-100.20169,-23.659831
2.86,-100.48136,-23.560068
2.862,-98.533844,-25.569055
2.864,-99.89025,-27.123729
2.866,-99.258602,-25.22508
2.868,-100.03402,-29.760716
2.87,-97.065124,-30.038227
2.872,-98.844813,-31.161166
2.874,-99.843229,-32.966275
2.876,-100.03611,-33.838818
2.878,-98.716494,-35.569471
2.88,-98.616209,-37.055243
2.882,-98.314658,-35.290976
2.884,-95.297408,-37.776712
2.886,-97.784181,-38.307612
2.888,-95.260351,-38.44347
2.89,-94.917072,-40.804958
2.892,-94.358928,-39.148231
2.894,-91.46114,-42.782301
2.896,-93.493883,-43.157469
2.898,-91.016877,-44.284813
2.9,-92.326253,-45.499804
2.902,-88.506051,-45.633574
2.904,-89.872858,-43.761055
2.906,-89.640856,-46.897866
2.908,-85.868713,-46.927688
2.91,-86.410068,-47.271624
2.912,-84.070065,-49.190318
2.914,-81.446355,-49.201864
2.916,-79.946342,-49.261532
2.918,-79.983455,-48.320164
2.92,-79.525539,-50.219416
2.922,-76.736297,-51.507772
2.924,-76.887779,-51.167327
2.926,-74.10819,-50.805116
2.928,-71.926007,-50.691181
2.93,-70.825655,-51.378204
2.932,-68.561187,-52.634842
2.934,-66.477609,-54.278937
2.936,-66.073572,-53.104384
2.938,-61.856065,-54.582777
2.94,-59.579084,-54.818431
2.942,-58.799084,-54.020134
2.944,-55.66442,-54.727353
2.946,-56.404347,-53.250654
2.948,-53.339949,-53.77785
2.95,-49.130892,-53.456768
2.952,-48.543835,-53.640532
2.954,-45.859745,-51.385304
2.956,-44.616896,-53.5118
2.958,-40.749437,-53.210433
2.96,-40.774187,-52.974662
2.962,-36.10642,-52.750226
2.964,-33.994798,-50.964645
2.966,-31.707721,-52.376885
2.968,-31.436963,-51.159292
2.97,-27.071363,-52.387185
2.972,-25.476984,-51.052914
2.974,-22.099196,-51.603329
2.976,-19.264101,-50.064625
2.978,-17.863668,-49.128964
2.98,-14.108283,-49.038145
2.982,-11.034416,-48.169805
2.984,-7.9783982,-48.131714
2.986,-7.3204971,-49.74269
2.988,-6.2876061,-46.449461
2.99,-3.319197,-45.846946
2.992,0.93798093,-45.517133
2.994,1.4473505,-44.877905
2.996,5.4964919,-44.619331
2.998,8.6477931,-42.473339
3,8.2561334,-40.589622
3.002,13.047056,-41.886708
3.004,12.533261,-37.865355
3.006,17.777811,-39.834916
3.008,20.829383,-38.023143
3.01,20.993686,-38.813751
3.012,27.337556,-36.459711
3.014,26.706665,-34.851832
3.016,29.438863,-33.178098
3.018,31.956025,-34.906374
3.02,34.669383,-31.218491
3.022,37.417305,-31.899168
3.024,39.692835,-30.607415
3.026,40.156341,-28.510762
3.028,42.401273,-28.055706
3.03,46.110405,-25.928024
3.032,49.556778,-25.534819
3.034,50.753549,-23.302652
3.036,53.896342,-21.429614
3.038,54.309641,-23.970044
3.04,56.385999,-19.669723
3.042,58.021483,-19.288048
3.044,60.324818,-17.672787
3.046,61.082297,-17.643613
3.048,63.956195,-17.488559
3.05,64.916439,-14.612739
3.052,68.338408,-14.011558
3.054,71.363591,-12.983011
3.056,71.952768,-11.208347
3.058,73.394551,-10.270593
3.06,74.839599,-8.2039861
3.062,77.950596,-5.9382741
3.064,78.902143,-4.8385955
3.066,79.140988,-4.1021678
3.068,80.376953,-2.7690334
3.07,82.957739,-1.377689
3.072,84.88458,0.23617492
3.074,85.832005,0.888779
3.076,87.702781,2.1570223
3.078,87.603464,6.2390491
3.08,90.410815,4.6105694
3.082,93.008403,6.8533601
3.084,90.391213,8.413735
3.086,91.920629,11.359211
3.088,92.951805,11.567765
3.09,92.498731,12.119378
3.092,93.814456,12.805671
3.094,96.190922,14.216188
3.096,95.377595,14.430441
3.098,97.207166,17.903832
3.1,98.191977,18.435432
3.102,97.988165,18.360269
3.104,99.796254,21.108951
3.106,98.262248,23.718889
3.108,99.217652,22.427431
3.11,99.225644,24.450953
3.112,100.00143,25.224245
3.114,100.72152,26.300492
3.116,99.917803,26.734754
3.118,99.930696,29.332379
3.12,100.01334,31.593304
3.122,98.638208,33.711605
3.124,99.307308,31.751525
3.126,98.423492,33.218891
3.128,97.773164,33.800801
3.13,99.474691,36.603512
3.132,99.253931,38.647215
3.134,97.83667,39.123961
3.136,98.98846,39.788358
3.138,95.228476,40.585356
3.14,95.094092,40.050489
3.142,94.760203,41.556653
3.144,95.08525,43.41365
3.146,91.632075,42.81279
3.148,92.111821,43.17455
3.15,91.24689,45.98069
3.152,91.784283,46.561352
3.154,88.32767,46.783399
3.156,88.415286,48.280971
3.158,83.771253,46.705696
3.16,87.187282,48.060765
3.162,84.110271,48.99637
3.164,82.709636,48.527997
3.166,82.012993,48.841589
3.168,81.009173,48.666048
3.17,78.668137,51.508256
3.172,76.593029,51.195711
3.174,75.683312,51.442018
3.176,72.750496,52.499892
3.178,70.346478,53.746886
3.18,69.677787,52.517756
3.182,69.354487,51.192716
3.184,66.083175,52.051804
3.186,65.530915,53.85843
3.188,63.246205,53.142
3.19,60.398425,55.347119
3.192,57.335627,52.852587
3.194,58.419803,52.765525
3.196,56.071891,53.755022
3.198,52.190364,53.332016
3.2,51.485978,55.432984
3.202,48.758341,52.345388
3.204,46.168295,52.294674
3.206,45.746993,53.70586
3.208,41.334124,52.333309
3.21,37.795637,52.2477
3.212,39.216086,54.074833
3.214,35.991442,52.179346
3.216,31.47156,49.759045
3.218,30.351083,49.231336
3.22,27.795181,50.641297
3.222,25.526366,50.228088
3.224,22.769962,51.904214
3.226,21.824409,50.752966
3.228,16.928987,48.813408
3.23,14.277527,50.007063
3.232,13.78354,48.956239
3.234,10.115036,48.517818
3.236,6.80729,47.128871
3.238,6.5085182,46.47825
3.24,2.6721952,45.172626
3.242,1.9780115,44.434426
3.244,-2.5744115,45.402728
3.246,-5.7572656,44.142661
3.248,-8.5243589,43.691868
3.25,-10.395399,42.633209
3.252,-12.227232,41.752635
3.254,-15.638191,39.353407
3.256,-15.799366,40.288393
3.258,-19.212701,37.05367
3.26,-20.060385,36.935272
3.262,-25.297402,37.461328
3.264,-26.828381,36.200708
3.266,-29.458985,34.076664
3.268,-31.431817,33.807511
3.27,-34.29006,32.488024
3.272,-37.031382,33.442597
3.274,-38.923773,30.302096
3.276,-40.237557,29.221707
3.278,-41.922968,29.786676
3.28,-47.984369,27.74425
3.282,-48.181106,26.423022
3.284,-50.484733,24.524007
3.286,-51.805011,24.97029
3.288,-55.522201,21.718679
3.29,-54.567164,21.130161
3.292,-59.286334,19.814942
3.294,-60.056636,18.576642
3.296,-61.929214,17.658285
3.298,-64.322059,15.383842
3.3,-66.341817,15.627431
3.302,-67.651898,13.022834
3.304,-70.832213,11.749559
3.306,-72.912533,10.318756
3.308,-72.464683,9.3555062
3.31,-75.105246,9.3747697
3.312,-76.769018,6.7636626
3.314,-79.764873,3.6881716
3.316,-79.781247,5.5427958
3.318,-82.055876,4.1055736
3.32,-82.475447,0.96720726
3.322,-82.978351,-0.75709935
3.324,-86.248156,-0.82120644
3.326,-86.214078,-2.0821441
3.328,-88.00411,-5.2279366
3.33,-90.727118,-7.1103907
3.332,-90.538731,-6.7719759
3.334,-92.39442,-7.3479134
3.336,-93.942795,-10.168025
3.338,-93.285885,-9.8877053
3.34,-94.990701,-11.624517
3.342,-94.365148,-11.741536
3.344,-95.737504,-14.938715
3.346,-97.403027,-16.247378
3.348,-96.657914,-18.133341
3.35,-97.799494,-20.115587
3.352,-98.003656,-21.500443
3.354,-98.568003,-21.377771
3.356,-99.687845,-21.789499
3.358,-100.24214,-23.18374
3.36,-100.15499,-23.863214
3.362,-99.257695,-26.391202
3.364,-99.992913,-26.533493
3.366,-98.983038,-28.592408
3.368,-98.330453,-31.143467
3.37,-101.05344,-30.588294
3.372,-98.907426,-30.679335
3.374,-97.454427,-34.162788
3.376,-97.865156,-33.837503
3.378,-100.25588,-34.852472
3.38,-99.369354,-34.797503
3.382,-98.282593,-35.910334
3.384,-96.837589,-37.782878
3.386,-96.412092,-36.667841
3.388,-97.093613,-38.664718
3.39,-94.607272,-40.081066
3.392,-93.459822,-40.355757
3.394,-95.261013,-40.932502
3.396,-92.1899,-42.288139
3.398,-92.969361,-43.969467
3.4,-91.391826,-44.560772
3.402,-89.681679,-45.433871
3.404,-89.529315,-46.206589
3.406,-89.05508,-45.430105
3.408,-87.86043,-48.565627
3.41,-84.875196,-49.268086
3.412,-81.497747,-48.793125
3.414,-82.230563,-50.219776
3.416,-82.442541,-51.369688
3.418,-79.09293,-49.44828
3.42,-79.029959,-50.307461
3.422,-78.255993,-51.512694
3.424,-75.766952,-51.259896
3.426,-72.173554,-51.274445
3.428,-72.481536,-50.951948
3.43,-70.114733,-53.489452
3.432,-67.958487,-52.678774
3.434,-67.962217,-50.849839
3.436,-63.84342,-52.351592
3.438,-64.229192,-53.551182
3.44,-61.952715,-52.176654
3.442,-58.099446,-54.078216
3.444,-56.945584,-53.416771
3.446,-55.017094,-54.485965
3.448,-52.458135,-54.752452
3.45,-50.347328,-52.801066
3.452,-47.079874,-53.791891
3.454,-45.448445,-53.865727
3.456,-43.993838,-53.792638
3.458,-42.697757,-51.945737
3.46,-39.182443,-52.744195
3.462,-36.276596,-52.577991
3.464,-35.483242,-53.670304
3.466,-32.074269,-52.419092
3.468,-30.899424,-53.747171
3.47,-27.917176,-51.032172
3.472,-23.610833,-52.323199
3.474,-22.229592,-50.907254
3.476,-21.024722,-51.197818
3.478,-17.154009,-49.60695
3.48,-15.147134,-48.677667
3.482,-12.556897,-50.179549
3.484,-8.197391,-47.635727
3.486,-8.0335031,-48.142976
3.488,-6.0140086,-47.18356
3.49,-2.8154926,-45.226202
3.492,0.57461067,-45.040106
3.494,2.5582232,-42.896747
3.496,4.466258,-45.389359
3.498,6.7768317,-42.639979
3.5,9.546759,-41.702093
3.502,11.291892,-41.799197
3.504,15.280145,-41.100333
3.506,19.023007,-39.576192
3.508,19.262494,-37.316936
3.51,23.076258,-38.707222
3.512,25.194166,-38.124156
3.514,27.504369,-35.427177
3.516,29.115033,-34.104497
3.518,30.963071,-35.497693
3.52,33.052694,-31.030307
3.522,36.578313,-31.406924
3.524,39.123624,-29.561247
3.526,40.317028,-29.210064
3.528,43.878624,-27.630669
3.53,46.026246,-26.165534
3.532,47.43126,-28.163422
3.534,51.607884,-25.579705
3.536,52.134409,-22.913964
3.538,54.342692,-23.795895
3.54,56.629069,-21.689195
3.542,57.280918,-19.064911
3.544,60.380601,-20.189907
3.546,63.460335,-15.994775
3.548,65.983028,-16.597156
3.55,66.783965,-14.94718
3.552,70.35237,-15.48875
3.554,71.508375,-12.19758
3.556,70.602154,-10.88382
3.558,73.790761,-7.8989289
3.56,74.435327,-8.1067987
3.562,76.961261,-6.1706854
3.564,77.518263,-6.198043
3.566,79.526264,-3.2658798
3.568,81.3587,-1.5632448
3.57,84.493706,-2.4278929
3.572,84.624714,-0.84783954
3.574,85.855401,2.1484441
3.576,86.608691,0.21209051
3.578,87.126496,5.0985205
3.58,89.275833,3.9414233
3.582,89.775565,7.117188
3.584,90.98331,8.9324133
3.586,92.611506,8.5574545
3.588,92.76785,10.613063
3.59,94.218683,13.917008
3.592,94.716981,11.777929
3.594,94.604488,15.487059
3.596,95.375621,16.33446
3.598,99.683295,16.803089
3.6,97.990743,20.642382
3.602,96.720384,19.803844
3.604,99.813968,21.069804
3.606,100.63661,22.026621
3.608,99.122297,23.925826
3.61,97.875924,24.884038
3.612,100.42374,26.123186
3.614,98.113697,26.664112
3.616,100.04828,28.181499
3.618,99.817545,28.655941
3.62,99.0857,31.128845
3.622,100.48532,30.227618
3.624,98.362148,32.486838
3.626,100.00634,34.706811
3.628,98.415861,35.964462
3.63,99.603018,34.027757
3.632,98.905732,36.857005
3.634,96.035455,38.303661
3.636,97.983124,37.979104
3.638,96.830698,39.32748
3.64,95.267812,40.617649
3.642,94.355878,41.142729
3.644,92.195085,42.66902
3.646,94.942082,43.337623
3.648,91.476484,43.052918
3.65,90.402648,43.267971
3.652,88.14283,45.403894
3.654,90.686756,45.098008
3.656,89.407036,47.211293
3.658,86.169306,48.64197
3.66,88.605151,47.130649
3.662,81.723068,47.485696
3.664,82.391681,48.796355
3.666,82.49304,50.981734
3.668,80.735302,50.724614
3.67,78.986522,51.304328
3.672,77.092103,49.810088
3.674,74.752367,52.427212
3.676,75.014002,52.857702
3.678,73.12819,50.949273
3.68,70.298648,51.577968
3.682,67.778163,52.257736
3.684,67.113545,52.078731
3.686,66.08628,51.951753
3.688,62.539963,52.991454
3.69,60.12008,51.324734
3.692,58.276554,54.771011
3.694,56.381092,54.56194
3.696,55.249595,53.876275
3.698,53.407122,54.377797
3.7,49.909467,53.593778
